!!SBtab SBtabVersion='1.0' Document='BIOMD0000000239_url_balanced_mode' TableType='Compartment' TableName='Compartment' TableID='ID_870' Date='2023-11-1'
!Compartment	!Name	!Size	!Identifiers:go	!Identifiers:obo.go
CYTOPLASM	cytoplasm	1.0	GO:0005737	GO:0005737
MT_IMS	mitochondrial intermembrane space	1.0	GO:0005758	GO:0005758
MT_IM	mitochondrial inner membrane	1.0	GO:0005743	GO:0005743
MATRIX	mitochondrial matrix	1.0	GO:0005759	GO:0005759

!!SBtab SBtabVersion='1.0' Document='BIOMD0000000239_url_balanced_mode' TableType='Compound' TableName='Compound' TableID='ID_169' Date='2023-11-1'
!Compound	!Name	!Location	!Charge	!IsConstant	!InitialConcentration	!hasOnlySubstanceUnits	!Identifiers:kegg.compound	!Identifiers:obo.chebi
concentration of enzyme	v42		0.001	mM	0.001	100.0	40.2875	1623081.6651				
equilibrium constant	v42		1.0	dimensionless	1.0	1.546619862809495e+175	inf	inf				
substrate catalytic rate constant	v42		10.0	1/s	10.0	4.199791070513993e+87	inf	inf				
product catalytic rate constant	v42		10.0	1/s	10.0	4.199791070513993e+87	inf	inf				
catalytic rate constant geometric mean	v43		10.0	1/s	10.0	100.0	402874.8771	16230816651.281				
concentration of enzyme	v43		0.001	mM	0.001	100.0	40.2875	1623081.6651				
equilibrium constant	v43		0.1635	dimensionless	0.1635	4.03883212878057e+118	inf	inf				
substrate catalytic rate constant	v43		4.0434	1/s	4.0434	2.193089902832255e+59	inf	inf				
product catalytic rate constant	v43		24.7314	1/s	24.7314	2.193089902832255e+59	inf	inf				
catalytic rate constant geometric mean	v39		10.0	1/s	10.0	100.0	402874.8771	16230816651.281				
concentration of enzyme	v39		0.001	mM	0.001	100.0	40.2875	1623081.6651				
equilibrium constant	v39		1.0	dimensionless	1.0	1.546619862809495e+175	inf	inf				
substrate catalytic rate constant	v39		10.0	1/s	10.0	4.199791070513993e+87	inf	inf				
product catalytic rate constant	v39		10.0	1/s	10.0	4.199791070513993e+87	inf	inf				
catalytic rate constant geometric mean	v44		10.0	1/s	10.0	100.0	402874.8771	16230816651.281				
concentration of enzyme	v44		0.001	mM	0.001	100.0	40.2875	1623081.6651				
equilibrium constant	v44		6.1164	dimensionless	6.1164	3.1804583075638185e+171	inf	inf				
substrate catalytic rate constant	v44		24.7314	1/s	24.7314	6.03106480159233e+85	inf	inf				
product catalytic rate constant	v44		4.0434	1/s	4.0434	6.03106480159233e+85	inf	inf				
Michaelis constant	GLCflow	GLC	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	LACflow	LAC	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	GAPflow	GAP	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v1	GLC	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v1	ATP_cyt	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v1	F6P	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v1	ADP_cyt	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v2	F6P	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v2	ATP_cyt	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v2	FBP	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v2	ADP_cyt	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v3	FBP	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v3	GAP	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v4	GAP	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v4	NAD	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v4	DPG	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v4	NADH_cyt	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v5	DPG	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v5	ADP_cyt	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v5	PEP	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v5	ATP_cyt	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v6	PEP	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v6	ADP_cyt	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v6	PYR_cyt	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v6	ATP_cyt	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v7	PYR_cyt	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v7	NADH_cyt	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v7	LAC	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v7	NAD	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	hidden_1	AMP	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	hidden_1	ATP_cyt	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	hidden_1	ADP_cyt	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v8	PYR_cyt	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v8	Pyr	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v9	Pyr	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v9	CoA	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v9	NAD_p	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v9	CO2	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v9	Acetyl_CoA	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v9	NADH	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v10	OXA	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v10	Acetyl_CoA	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v10	Cit	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v10	CoA	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v11	Cit	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v11	IsoCit	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v12	IsoCit	0.0898	mM	0.0898	1.5884	0.1	0.0489		1.2		
Michaelis constant	v12	NAD_p	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v12	OG	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v12	NADH	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v14	OG	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v14	CoA	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v14	NAD_p	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v14	CO2	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v14	SCoA	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v14	NADH	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v15	GDP	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v15	SCoA	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v15	Pi	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v15	Suc	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v15	GTP	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v15	CoA	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v16	Suc	0.1002	mM	0.1002	9.9993	1.4187	20.0452				
Michaelis constant	v16	Q	0.1002	mM	0.1002	9.9993	1.4187	20.0452				
Michaelis constant	v16	Fum	0.0998	mM	0.0998	9.9993	1.4144	19.9844				
Michaelis constant	v16	QH2	0.0998	mM	0.0998	9.9993	1.4144	19.9844				
Michaelis constant	v17	Fum	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v17	Mal	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v18	Mal	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v18	NAD_p	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v18	NADH	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v18	OXA	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v20	Ala	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v20	OG	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v20	Glu	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v20	Pyr	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v21	OXA	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v21	Glu	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v21	Asp	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v21	OG	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v22	Glu_cyt	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v22	Asp	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v22	Asp_cyt	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v22	Glu	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v24	NADH	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v24	Q	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v24	NAD_p	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v24	QH2	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v25	QH2	0.1003	mM	0.1003	9.9985	1.4204	20.0662				
Michaelis constant	v25	Cytc3p	0.1006	mM	0.1006	9.9941	1.4231	20.0833				
Michaelis constant	v25	Q	0.0997	mM	0.0997	9.9985	1.4122	19.95				
Michaelis constant	v25	Cytc2p	0.0994	mM	0.0994	9.9941	1.4066	19.8515				
Michaelis constant	v26	Cytc2p	0.1006	mM	0.1006	9.9933	1.4237	20.0891				
Michaelis constant	v26	Cytc3p	0.0994	mM	0.0994	9.9933	1.4055	19.8322				
Michaelis constant	v27	Cit_cyt	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v27	CoA_cyt	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v27	OXA_cyt	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v27	Acetyl_CoA_cyt	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v28	ADP	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v28	Pi	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v28	ATP	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v28	H2O	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v29	Cit_cyt	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v29	IsoCitcyt	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v30	Mal_cyt	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v30	OG	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v30	OG_cyt	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v30	Mal	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v31	NADH_cyt	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v31	OXA_cyt	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v31	Mal_cyt	0.1747	mM	0.1747	1.5884	0.1945	0.095		1.2		
Michaelis constant	v31	NAD	0.1747	mM	0.1747	1.5884	0.1945	0.095		1.2		
Michaelis constant	v32	Asp_cyt	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v32	OG_cyt	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v32	OXA_cyt	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v32	Glu_cyt	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v33	Cit_cyt	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v33	Mal	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v33	Mal_cyt	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v33	Cit	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v34	ETFred	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v34	Q	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v34	ETFox	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v34	QH2	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v35	FADH2	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v35	ETFox	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v35	ETFred	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v35	FAD	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v36	ATP	0.1	mM	0.1	9.9998	1.4163	20.0146				
Michaelis constant	v36	CO2	0.1	mM	0.1	9.9998	1.4163	20.0146				
Michaelis constant	v36	Pyr	0.421	mM	0.421	1.5884	0.4685	0.2289		1.2		
Michaelis constant	v36	Pi	0.1	mM	0.1	9.9998	1.417	20.0241				
Michaelis constant	v36	ADP	0.1	mM	0.1	9.9998	1.417	20.0241				
Michaelis constant	v36	OXA	0.1	mM	0.1	9.9998	1.417	20.0241				
Michaelis constant	v37	G3P	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v37	FAD	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v37	FADH2	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v37	DHAP	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v38	NADH_cyt	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v38	DHAP	0.421	mM	0.421	1.5884	0.4685	0.229		1.2		
Michaelis constant	v38	G3P	24.1402	mM	24.1402	1.5884	26.8682	13.1293		1.2		
Michaelis constant	v38	NAD	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v40	ADP_cyt	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v40	ADP	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v41	IsoCitcyt	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v41	NADP_cyt	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v41	OG_cyt	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v41	NADPH_cyt	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v42	IsoCitcyt	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v42	Mal	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v42	Mal_cyt	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v42	IsoCit	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v43	ATP	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v43	ATP_cyt	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v39	Mal_cyt	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v39	NADP_cyt	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v39	NADPH_cyt	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v39	PYR_cyt	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v44	Mal	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v44	NADP_p	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v44	NADPH	0.1	mM	0.1	10.0	1.4167	20.0217				
Michaelis constant	v44	Pyr	0.1	mM	0.1	10.0	1.4167	20.0217				

!!SBtab TableName='Parameter prior' TableType='QuantityInfo' Date='2018-04-06' TableID='PriorTable'
!QuantityType	!Unit	!BiologicalElement	!MathematicalType	!PriorMedian	!PriorStd	!PriorGeometricStd	!LowerBound	!UpperBound	!DataStd	!DataGeometricStd	!Symbol	!PhysicalType	!Dependence	!UseAsPriorInformation	!SBMLElement 	!Abbreviation	!MatrixInfo
standard chemical potential	kJ/mol	Species	Additive	0	500		-500	500	10		mu0	Thermodynamic	Basic	1	Global parameter 	scp	[I_species, 0, 0, 0, 0, 0, 0, 0]
catalytic rate constant geometric mean	1/s	Reaction	Multiplicative	10		100	0.0000001	10000	10	1.2	KV	Kinetic	Basic	1	Local parameter	kcrg	[0, I_reaction, 0, 0, 0, 0, 0, 0]
Michaelis constant	mM	Reaction/Species	Multiplicative	0.1		10	0.000001	1000	1	1.2	KM	Kinetic	Basic	1	Local parameter	kmc	[0, 0, I_KM, 0, 0, 0, 0, 0]
activation constant	mM	Reaction/Species	Multiplicative	0.1		10	0.0001	100	1	1.2	KA	Kinetic	Basic	1	Local parameter	kac	[0, 0, 0, I_KA, 0, 0, 0, 0]
inhibitory constant	mM	Reaction/Species	Multiplicative	0.1		10	0.0001	100	1	1.2	KI	Kinetic	Basic	1	Local parameter	kic	[0, 0, 0, 0, I_KI, 0, 0, 0]
concentration	mM	Species	Multiplicative	0.1		10	0.000001	1000	1	1.2	c	Dynamic	Basic	1	Species (conc.)	c	[0, 0, 0, 0, 0, I_species, 0, 0]
concentration of enzyme	mM	Reaction	Multiplicative	0.001		100	0.000001	0.5	0.05	1.2	u	Dynamic	Basic	1	Local parameter	eco	[0, 0, 0, 0, 0, 0, I_reaction, 0]
pH	dimensionless	None	Additive	7	1		0	14	1		pH	Dynamic	Basic	1	Global parameter	ph	[0, 0, 0, 0, 0, 0, 0, 1]
standard Gibbs energy of reaction	kJ/mol	Reaction	Additive	0	500		-1000	1000	10		dmu0	Thermodynamic	Derived	0	Global parameter 	dscp	[Nt, 0, 0, 0, 0, 0, 0, 0]
equilibrium constant	dimensionless	Reaction	Multiplicative	1		100	0.0000000001	100000000	10	1.2	Keq	Thermodynamic	Derived	1	Local parameter	keq	[[-1/RT * Nt], 0, 0, 0, 0, 0, 0, 0]
substrate catalytic rate constant	1/s	Reaction	Multiplicative	10		100	0.01	10000000	10	1.2	Kcatf	Kinetic	Derived	1	Local parameter  	kcrf	[[-0.5/RT * Nt], I_reaction, [-0.5 * Nkm], 0, 0, 0, 0, 0]
product catalytic rate constant	1/s	Reaction	Multiplicative	10		100	0.000000001	10000000	10	1.2	Kcatr	Kinetic	Derived	1	Local parameter 	kcrr	[[0.5/RT * Nt], I_reaction, [0.5 * Nkm], 0, 0, 0, 0, 0]
chemical potential	kJ/mol	Species	Additive	0	500		-500	500	10		mu	Dynamic	Derived	0		cp	[I_species, 0, 0, 0, 0, [RT * I_species], 0, 0]
reaction affinity	kJ/mol	Reaction	Additive	0	500		-100	100	10		A	Dynamic	Derived	0		raf	[[-1 * Nt], 0, 0, 0, 0, [-RT * Nt], 0, 0]
forward maximal velocity	mM/s	Reaction	Multiplicative	0.01		100	0.00000001	1000000	0.1	2	Vmaxf	Dynamic	Derived	0	Local parameter	vmaf	[[-0.5/RT * Nt], I_reaction, [-0.5 * Nkm], 0, 0, 0, I_reaction, 0]
reverse maximal velocity	mM/s	Reaction	Multiplicative	0.01		100	0.00000001	1000000	0.1	2	Vmaxr	Dynamic	Derived	0	Local parameter	vmar	[[0.5/RT * Nt], I_reaction, [0.5 * Nkm], 0, 0, 0, I_reaction, 0]
forward mass action term	1/s	Reaction	Multiplicative	1		1000	0.0000001	10000000	1	2	thetaf	Dynamic	Derived	0		thtf	[[-1/(2*RT) * h * Nt], I_reaction, - 1/2 * h * abs(Nkm), 0, 0, h * Nft, 0, 0]
reverse mass action term	1/s	Reaction	Multiplicative	1		1000	0.0000001	10000000	1	2	thetar	Dynamic	Derived	0		thtr	[[ 1/(2*RT) * h * Nt], I_reaction, - 1/2 * h * abs(Nkm), 0, 0, h * Nrt, 0, 0]
forward enzyme mass action term	mM/s	Reaction	Multiplicative	1		1000	0.0000001	10000000	1	2	tauf	Dynamic	Derived	0		tauf	[[-1/(2*RT) * h * Nt], I_reaction, - 1/2 * h * abs(Nkm), 0, 0, h * Nft, I_reaction, 0]
reverse enzyme mass action term	mM/s	Reaction	Multiplicative	1		1000	0.0000001	10000000	1	2	taur	Dynamic	Derived	0		taur	[[ 1/(2*RT) * h * Nt], I_reaction, - 1/2 * h * abs(Nkm), 0, 0, h * Nrt, I_reaction, 0]
Michaelis constant product	mM	Reaction	Multiplicative	1		1000	0.001	1000	1	2	KMprod	Kinetic	Derived	0	Local parameter	kmprod	[0, 0, Nkm, 0, 0, 0, 0, 0]
catalytic constant ratio	dimensionless	Reaction	Multiplicative	1		10	0.0000000001	10000000000	1	2	Kcatratio	Kinetic	Derived	0	Local parameter	kcrat	[-1/RT * Nt], I_reaction, [-1 * Nkm], 0, 0, 0, 0, 0]

